scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Colibri delphinae,2022-11-25 08:41:00 -0500,,"Distrito Metropolitano de Quito, Ecuador",0.0298842136,-78.6808070883,,Brown Violetear,https://www.inaturalist.org/observations/168879697,https://inaturalist-open-data.s3.amazonaws.com/photos/292729476/medium.jpg,jcosongo,168879697,Brown Violetear,Aves,6076,1,0,2022/11/25 8:41 AM,2022-11-25,2022-11-25 13:41:00 UTC,America/Guayaquil,244,244,,open,false,,,6099176,,2023-06-22 19:47:25 UTC,2023-06-22 19:49:48 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-04-01 14:07:00 -0500,,"Pichincha, EC",-0.1242289251,-78.3053241481,,Sparkling Violetear,https://www.inaturalist.org/observations/168789837,https://static.inaturalist.org/photos/292567829/medium.jpeg,naturalist5716,168789837,Sparkling Violetear,Aves,6072,3,0,2023/04/01 2:07 PM,2023-04-01,2023-04-01 19:07:00 UTC,America/Guayaquil,30000,31451,obscured,open,true,,,1375988,louislo,2023-06-22 07:58:10 UTC,2023-06-23 19:15:46 UTC,research,,,NA,false
Colibri coruscans,2023-04-01 06:40:00 -0500,,Ecuador,-0.4057890547,-78.2118451275,,Sparkling Violetear,https://www.inaturalist.org/observations/168789753,https://static.inaturalist.org/photos/292559797/medium.jpeg,naturalist5716,168789753,Sparkling Violetear,Aves,6072,1,0,2023/04/01 6:40 AM,2023-04-01,2023-04-01 11:40:00 UTC,America/Guayaquil,30000,31451,obscured,open,true,,,1375988,louislo,2023-06-22 07:57:49 UTC,2023-06-22 15:01:42 UTC,research,,,NA,false
Colibri coruscans,2023-06-07 08:49:00 -0500,"0849:060723:12C:2185:CT1RUCH :5E[098:0473]G[040:0x0036

Cámara trampa instalada en la Reserva Cultural Umbral Horizontes (RUCH) por la Secretaria Distrital de Ambiente (SDA) en el marco de la implementación de los acuerdos de conservación bajo la estrategia de monitoreos de biodiversidad","Localidad de Chapinero, Bogotá, Colombia",4.6585395735,-74.0459724946,,Sparkling Violetear,https://www.inaturalist.org/observations/168761851,https://inaturalist-open-data.s3.amazonaws.com/photos/292503864/medium.jpeg,erikaangel,168761851,Colibrí Rutilante,Aves,6072,1,0,2023/06/07 8:49 AM,2023-06-07,2023-06-07 13:49:00 UTC,Bogota,2,2,,open,false,,,2568505,Erika Lucia Angel Sandoval,2023-06-22 02:20:42 UTC,2023-06-23 17:13:48 UTC,research,CC-BY-NC-ND,,NA,false
Colibri cyanotus,2023-06-11 16:17:37 -0500,,"Changuinola, PA-BC, PA",8.8748334884,-82.5467292219,,Lesser Violetear,https://www.inaturalist.org/observations/168755284,https://static.inaturalist.org/photos/292503308/medium.jpeg,maria1890,168755284,Colibrí Chico​,Aves,508367,1,0,2023-06-11 16:17:37,2023-06-11,2023-06-11 21:17:37 UTC,America/Panama,7,7,,,false,,,4253236,Maria Janeiro,2023-06-22 01:24:36 UTC,2023-06-25 06:27:50 UTC,research,,,2,false
Colibri cyanotus,2023-06-11 16:22:28 -0500,,"Changuinola, PA-BC, PA",8.8748334884,-82.5467292219,,Lesser Violetear,https://www.inaturalist.org/observations/168755243,https://static.inaturalist.org/photos/292503202/medium.jpeg,maria1890,168755243,Colibrí Chico​,Aves,508367,3,1,2023-06-11 16:22:28,2023-06-11,2023-06-11 21:22:28 UTC,America/Panama,7,7,,open,false,,,4253236,Maria Janeiro,2023-06-22 01:24:08 UTC,2023-08-11 04:45:56 UTC,research,,,2,false
Colibri cyanotus,2023-06-18 09:58:00 -0500,Rionegro Antioquia,"Rionegro, Antioquia, Colombia",6.1389437155,-75.3812101471,,Lesser Violetear,https://www.inaturalist.org/observations/168704502,https://inaturalist-open-data.s3.amazonaws.com/photos/292406547/medium.jpeg,cesaulor,168704502,Colibrí Chico​,Aves,508367,1,0,2023/06/18 9:58 AM,2023-06-18,2023-06-18 14:58:00 UTC,Bogota,3,3,,,false,,,5340673,César Londoño,2023-06-21 19:19:15 UTC,2023-06-21 23:24:22 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-06-20 00:00:00 -0400,,Asa Wright Nature Centre & Lodge,10.7178170717,-61.2982720882,,Brown Violetear,https://www.inaturalist.org/observations/168576060,https://inaturalist-open-data.s3.amazonaws.com/photos/292168619/medium.jpeg,kippiedog,168576060,Brown Violetear,Aves,6076,1,0,2023-06-20,2023-06-20,,America/Port_of_Spain,218,218,,open,false,gps,gps,6317210,Anne,2023-06-20 23:49:26 UTC,2023-06-27 05:30:14 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2023-06-07 13:16:55 -0500,,Puka Pukara,-13.4833880314,-71.9621088356,,Sparkling Violetear,https://www.inaturalist.org/observations/168550055,https://inaturalist-open-data.s3.amazonaws.com/photos/292120123/medium.jpeg,ariellebh,168550055,Colibrí Rutilante,Aves,6072,1,0,2023-06-07 13:16:55,2023-06-07,2023-06-07 18:16:55 UTC,Quito,426,426,,open,false,gps,gps,4594936,,2023-06-20 20:52:32 UTC,2023-06-21 02:05:06 UTC,research,CC-BY-NC,,2,false
Colibri serrirostris,2023-06-08 11:09:00 -0300,Male looking for nectar,"Parque Nacional da Serra da Canastra, São Roque De Minas, MG, BR",-20.2956310293,-46.5930071024,,White-vented Violetear,https://www.inaturalist.org/observations/168478422,https://static.inaturalist.org/photos/291988050/medium.jpg,paulomascaretti,168478422,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023-06-08 11:09:00-03:00,2023-06-08,2023-06-08 14:09:00 UTC,Brasilia,2973,2973,,open,false,,,4480884,Paulo Mascaretti,2023-06-20 13:10:31 UTC,2023-06-20 13:14:26 UTC,research,,,3,false
Colibri coruscans,2023-06-10 08:29:00 -0500,,"Soacha, Cundinamarca, Colombia",4.606985,-74.3031166667,,Sparkling Violetear,https://www.inaturalist.org/observations/168394877,https://inaturalist-open-data.s3.amazonaws.com/photos/291826959/medium.jpg,mpoinat,168394877,Sparkling Violetear,Aves,6072,1,0,2023/06/10 8:29 AM,2023-06-10,2023-06-10 13:29:00 UTC,Bogota,NA,NA,,open,false,,,2816616,Mike Ostrowski,2023-06-19 23:20:19 UTC,2023-06-19 23:40:28 UTC,research,CC-BY,,NA,false
Colibri cyanotus,2023-05-22 17:58:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.2989417,-84.7681559,,Lesser Violetear,https://www.inaturalist.org/observations/168393562,https://static.inaturalist.org/photos/291826283/medium.jpeg,victoriahm,168393562,Lesser Violetear,Aves,508367,1,0,2023/05/22 5:58 PM,2023-05-22,2023-05-22 23:58:00 UTC,America/Costa_Rica,210,210,,,false,,,6531914,,2023-06-19 23:11:14 UTC,2023-06-20 01:18:59 UTC,research,,,NA,false
Colibri delphinae,2023-06-06 14:17:00 -0500,,Mountain House,11.0983737762,-74.0786402292,,Brown Violetear,https://www.inaturalist.org/observations/168367943,https://static.inaturalist.org/photos/291776726/medium.jpg,billhubick,168367943,Brown Violetear,Aves,6076,1,0,2023/06/06 2:17 PM,2023-06-06,2023-06-06 19:17:00 UTC,Bogota,54,54,,open,false,,,541847,Bill Hubick,2023-06-19 20:36:17 UTC,2023-06-28 15:56:33 UTC,research,,,NA,false
Colibri cyanotus,2023-06-06 14:18:00 -0500,,Mountain House,11.0983737762,-74.0786402292,,Lesser Violetear,https://www.inaturalist.org/observations/168367942,https://static.inaturalist.org/photos/291776696/medium.jpg,billhubick,168367942,Colibrí Chico​,Aves,508367,1,0,2023/06/06 2:18 PM,2023-06-06,2023-06-06 19:18:00 UTC,Bogota,54,54,,,false,,,541847,Bill Hubick,2023-06-19 20:36:17 UTC,2023-06-23 17:15:10 UTC,research,,,NA,false
Colibri coruscans,2023-06-06 14:30:00 -0500,,Mountain House,11.0983737762,-74.0786402292,,Sparkling Violetear,https://www.inaturalist.org/observations/168367934,https://static.inaturalist.org/photos/291776529/medium.jpg,billhubick,168367934,Sparkling Violetear,Aves,6072,1,0,2023/06/06 2:30 PM,2023-06-06,2023-06-06 19:30:00 UTC,Bogota,54,54,,open,false,,,541847,Bill Hubick,2023-06-19 20:36:16 UTC,2023-06-28 15:56:44 UTC,research,,,NA,false
Colibri serrirostris,2016-12-03 16:05:00 -0200,,"R. Diógenes Pedro da Costa, 2001 - Vale de Bonsucesso, Teresópolis - RJ, Brasil",-22.3782528,-42.8610901,,White-vented Violetear,https://www.inaturalist.org/observations/168364267,https://inaturalist-open-data.s3.amazonaws.com/photos/291770878/medium.jpg,claudiomartins,168364267,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2016/12/03 16:05,2016-12-03,2016-12-03 18:05:00 UTC,Brasilia,195,195,,open,false,,,1584944,Claudio Martins de Souza,2023-06-19 20:17:08 UTC,2023-06-19 21:15:33 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-03-06 13:00:00 -0500,,"Santa Marta, Magdalena, Kolumbien",11.0979416667,-74.078655,,Lesser Violetear,https://www.inaturalist.org/observations/168294889,https://inaturalist-open-data.s3.amazonaws.com/photos/291646710/medium.jpeg,christoph_moning,168294889,Lesser Violetear,Aves,508367,2,0,2023/03/06 1:00 PM,2023-03-06,2023-03-06 18:00:00 UTC,Bogota,NA,NA,,,false,,,2533480,Christoph Moning,2023-06-19 14:08:26 UTC,2023-06-20 01:37:16 UTC,research,CC-BY,,NA,false
Colibri thalassinus,2023-06-17 08:40:00 -0600,,"Tacotalpa, Tab., México",17.4315199285,-92.8088811841,,Mexican Violetear,https://www.inaturalist.org/observations/168289815,https://inaturalist-open-data.s3.amazonaws.com/photos/291635300/medium.jpg,alvarezyopescador,168289815,Mexican Violetear,Aves,508366,1,0,2023/06/17 8:40 AM,2023-06-17,2023-06-17 14:40:00 UTC,Mexico City,8,8,,open,false,,,159694,Carlos Alvarez N.,2023-06-19 13:36:32 UTC,2023-06-20 16:17:03 UTC,research,CC-BY-NC,,NA,false
Colibri serrirostris,2023-06-09 12:53:00 -0300,,"Eco, Santa Teresa - ES, 29650-000, Brasil",-19.9362351255,-40.6000330605,,White-vented Violetear,https://www.inaturalist.org/observations/168139733,https://inaturalist-open-data.s3.amazonaws.com/photos/291344490/medium.jpg,gsbonfa,168139733,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/06/09 12:53,2023-06-09,2023-06-09 15:53:00 UTC,Brasilia,38,38,,open,false,,,5524468,Gabriel Bonfa,2023-06-18 18:23:59 UTC,2023-06-18 18:34:15 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-06-05 14:56:00 -0500,,"Santa Marta, Magdalena, Colombia",11.0942316963,-74.0810758601,,Brown Violetear,https://www.inaturalist.org/observations/167875544,https://inaturalist-open-data.s3.amazonaws.com/photos/290868424/medium.jpg,mpoinat,167875544,Colibrí Pardo,Aves,6076,2,0,2023/06/05 2:56 PM,2023-06-05,2023-06-05 19:56:00 UTC,Bogota,33,33,,open,false,,,2816616,Mike Ostrowski,2023-06-17 13:48:02 UTC,2023-06-18 05:32:23 UTC,research,CC-BY,,NA,false
Colibri cyanotus,2023-06-05 15:03:00 -0500,,"Santa Marta, Magdalena, Colombia",11.0942316963,-74.0810758601,,Lesser Violetear,https://www.inaturalist.org/observations/167875543,https://inaturalist-open-data.s3.amazonaws.com/photos/290868396/medium.jpg,mpoinat,167875543,Colibrí Chico​,Aves,508367,2,0,2023/06/05 3:03 PM,2023-06-05,2023-06-05 20:03:00 UTC,Bogota,33,33,,,false,,,2816616,Mike Ostrowski,2023-06-17 13:48:02 UTC,2023-06-18 05:32:30 UTC,research,CC-BY,,NA,false
Colibri coruscans,2023-06-03 06:01:00 -0500,,"Puembo, Quito, Ecuador",-0.1893831109,-78.3528833562,,Sparkling Violetear,https://www.inaturalist.org/observations/167781448,https://inaturalist-open-data.s3.amazonaws.com/photos/290693363/medium.jpeg,cmario,167781448,Sparkling Violetear,Aves,6072,1,0,2023/06/03 6:01 AM,2023-06-03,2023-06-03 11:01:00 UTC,America/Guayaquil,8,8,,open,false,,,1247575,,2023-06-16 22:41:14 UTC,2023-06-19 13:58:27 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-16 15:05:26 -0500,,"Quito, EC-PI, EC",-0.0011429443,-78.4545930709,,Sparkling Violetear,https://www.inaturalist.org/observations/167776201,https://inaturalist-open-data.s3.amazonaws.com/photos/290684309/medium.jpeg,jecmanatee,167776201,Sparkling Violetear,Aves,6072,1,0,2023-06-16 15:05:26,2023-06-16,2023-06-16 20:05:26 UTC,America/Guayaquil,8,8,,open,false,,,6555105,,2023-06-16 22:05:29 UTC,2023-06-27 21:42:08 UTC,research,CC-BY-NC,,2,false
Colibri delphinae,2023-06-04 11:41:00 -0500,,"La Vega, Cundinamarca, Colombia",5.0276216667,-74.3278033333,,Brown Violetear,https://www.inaturalist.org/observations/167756793,https://inaturalist-open-data.s3.amazonaws.com/photos/290647001/medium.jpg,mpoinat,167756793,Brown Violetear,Aves,6076,1,0,2023/06/04 11:41 AM,2023-06-04,2023-06-04 16:41:00 UTC,Bogota,NA,NA,,open,false,,,2816616,Mike Ostrowski,2023-06-16 20:06:06 UTC,2023-06-18 05:34:40 UTC,research,CC-BY,,NA,false
Colibri serrirostris,2023-06-03 13:16:00 -0300,,"Linhares, ES, Brasil",-19.4012088695,-40.3006646704,,White-vented Violetear,https://www.inaturalist.org/observations/167744316,https://inaturalist-open-data.s3.amazonaws.com/photos/290623428/medium.jpg,gsbonfa,167744316,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/06/03 13:16,2023-06-03,2023-06-03 16:16:00 UTC,Brasilia,8,8,,open,false,,,5524468,Gabriel Bonfa,2023-06-16 18:48:35 UTC,2023-06-16 18:48:51 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-02 21:09:00 -0600,,"Provincia de Puntarenas, Monte Verde, Costa Rica",10.3052198,-84.8106915,,Lesser Violetear,https://www.inaturalist.org/observations/167703033,https://static.inaturalist.org/photos/290549501/medium.jpeg,ashley70,167703033,Lesser Violetear,Aves,508367,1,0,2023/06/02 9:09 PM,2023-06-02,2023-06-03 03:09:00 UTC,America/Costa_Rica,2134,2134,,,false,,,288534,Ashley N Konon,2023-06-16 14:45:12 UTC,2023-06-16 16:46:47 UTC,research,,,NA,false
Colibri coruscans,2023-06-14 12:18:50 -0500,,"Cuenca, EC-AZ, EC",-2.9011632,-79.01100444,,Sparkling Violetear,https://www.inaturalist.org/observations/167691879,https://static.inaturalist.org/photos/290529064/medium.jpeg,kabirbosques,167691879,Sparkling Violetear,Aves,6072,1,0,2023-06-14 12:18:50,2023-06-14,2023-06-14 17:18:50 UTC,America/Guayaquil,4,4,,open,false,,,4368867,Kabir Montesinos,2023-06-16 13:28:06 UTC,2023-07-20 14:41:36 UTC,research,CC-BY,,2,false
Colibri cyanotus,2023-06-11 11:22:00 -0500,,"Changuinola, PA-BC, PA",8.8748334884,-82.5467292219,,Lesser Violetear,https://www.inaturalist.org/observations/167664886,https://static.inaturalist.org/photos/290478784/medium.jpeg,maria1890,167664886,Colibrí Chico​,Aves,508367,1,0,2023-06-11 11:22:00,2023-06-11,2023-06-11 16:22:00 UTC,America/Panama,7,7,,,false,,,4253236,Maria Janeiro,2023-06-16 08:18:41 UTC,2023-06-21 10:28:30 UTC,research,,,2,false
Colibri coruscans,2023-05-21 07:59:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.0967670786,-78.5744358397,,Sparkling Violetear,https://www.inaturalist.org/observations/167604725,https://inaturalist-open-data.s3.amazonaws.com/photos/290362216/medium.jpeg,oliverkomar,167604725,Colibrí Rutilante,Aves,6072,1,0,2023/05/21 7:59 AM,2023-05-21,2023-05-21 12:59:00 UTC,America/Guayaquil,4,4,,open,false,,,553511,Oliver Komar,2023-06-15 22:08:23 UTC,2023-06-16 14:08:19 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-04 08:53:00 -0500,,Jardín Encantado,4.9785970599,-74.2934900493,,Sparkling Violetear,https://www.inaturalist.org/observations/167587542,https://static.inaturalist.org/photos/290330023/medium.jpg,billhubick,167587542,Colibrí Rutilante,Aves,6072,1,0,2023/06/04 8:53 AM,2023-06-04,2023-06-04 13:53:00 UTC,Bogota,40,40,,open,false,,,541847,Bill Hubick,2023-06-15 20:15:06 UTC,2023-07-02 16:34:21 UTC,research,,,NA,false
Colibri delphinae,2023-06-04 08:45:00 -0500,,Jardín Encantado,4.9785970599,-74.2934900493,,Brown Violetear,https://www.inaturalist.org/observations/167587539,https://static.inaturalist.org/photos/290329832/medium.jpg,billhubick,167587539,Beija-flor-marrom,Aves,6076,2,0,2023/06/04 8:45 AM,2023-06-04,2023-06-04 13:45:00 UTC,Bogota,40,40,,open,false,,,541847,Bill Hubick,2023-06-15 20:15:05 UTC,2023-06-16 02:08:10 UTC,research,,,NA,false
Colibri coruscans,2023-06-13 00:00:00 -0500,,Humedal El Salitre,4.6678939016,-74.0878614038,,Sparkling Violetear,https://www.inaturalist.org/observations/167538977,https://inaturalist-open-data.s3.amazonaws.com/photos/290242728/medium.jpeg,rahucas,167538977,Colibrí Rutilante,Aves,6072,2,0,2023-06-13,2023-06-13,,Bogota,2162,2162,,open,false,gps,gps,368856,RAUL HUMBERTO CASTILLO ALBADAN,2023-06-15 15:15:28 UTC,2023-06-15 18:42:46 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2023-06-15 09:02:52 -0400,Bebedero de Agua,"Cota Cota, La Paz, Bolivia",-16.5388890304,-68.0692009628,,Sparkling Violetear,https://www.inaturalist.org/observations/167522223,https://inaturalist-open-data.s3.amazonaws.com/photos/290212090/medium.jpeg,ruddytapia,167522223,Colibrí Rutilante,Aves,6072,1,0,2023-06-15 09:02:52,2023-06-15,2023-06-15 13:02:52 UTC,La Paz,98,98,,open,false,gps,gps,1525383,Ruddy Benito Tapia Carvajal,2023-06-15 13:09:11 UTC,2023-08-05 00:01:04 UTC,research,CC-BY-NC,,2,false
Colibri cyanotus,2023-05-17 00:00:00 -0600,,Monteverde Cloud Forest Biological Preserve,10.2989415707,-84.7681558505,,Lesser Violetear,https://www.inaturalist.org/observations/167442202,https://inaturalist-open-data.s3.amazonaws.com/photos/290064039/medium.jpeg,nmiller18,167442202,Lesser Violetear,Aves,508367,1,0,2023-05-17,2023-05-17,,America/Costa_Rica,210,210,,,false,gps,gps,4039834,,2023-06-14 22:50:14 UTC,2023-06-15 14:45:04 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2023-06-13 12:47:38 -0400,,"Arturo Prat, Putre, Arica y Parinacota, CL",-18.2635967431,-69.6023359656,,Sparkling Violetear,https://www.inaturalist.org/observations/167308490,https://inaturalist-open-data.s3.amazonaws.com/photos/289821464/medium.jpg,felipejarafer,167308490,Sparkling Violetear,Aves,6072,1,0,2023-06-13 12:47:38-04:00,2023-06-13,2023-06-13 16:47:38 UTC,Santiago,24,24,,open,false,,,4211277,,2023-06-14 03:24:37 UTC,2023-06-14 03:35:06 UTC,research,CC-BY,,3,false
Colibri cyanotus,2023-06-12 14:24:00 -0600,,"KM 70, Ruta 2 Sur, San José, San Gerardo de Dota, 11703, Costa Rica",9.6442985,-83.8503494,"2023, Canon, Costa Rica, Life",Lesser Violetear,https://www.inaturalist.org/observations/167279908,https://inaturalist-open-data.s3.amazonaws.com/photos/289765820/medium.jpg,andyp77---falklandsnature,167279908,Lesser Violetear,Aves,508367,1,0,2023/06/12 2:24 PM,2023-06-12,2023-06-12 20:24:00 UTC,America/Costa_Rica,284,284,,,false,,,1521217,Andy Pollard,2023-06-13 23:30:10 UTC,2023-06-14 01:06:46 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 15:32:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4592584981,-78.3232137881,,Sparkling Violetear,https://www.inaturalist.org/observations/167275052,https://inaturalist-open-data.s3.amazonaws.com/photos/289752715/medium.jpeg,johngsalamander,167275052,Sparkling Violetear,Aves,6072,1,0,2023/06/11 3:32 PM,2023-06-11,2023-06-11 20:32:00 UTC,America/Guayaquil,8,8,,open,false,,,15796,John G. Phillips,2023-06-13 22:49:24 UTC,2023-06-14 01:09:52 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 15:32:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4592584981,-78.3232137881,,Sparkling Violetear,https://www.inaturalist.org/observations/167275051,https://inaturalist-open-data.s3.amazonaws.com/photos/289752699/medium.jpeg,johngsalamander,167275051,Sparkling Violetear,Aves,6072,1,0,2023/06/11 3:32 PM,2023-06-11,2023-06-11 20:32:00 UTC,America/Guayaquil,8,8,,open,false,,,15796,John G. Phillips,2023-06-13 22:49:24 UTC,2023-06-14 01:09:56 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 15:31:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4592584981,-78.3232137881,,Sparkling Violetear,https://www.inaturalist.org/observations/167275050,https://inaturalist-open-data.s3.amazonaws.com/photos/289752676/medium.jpeg,johngsalamander,167275050,Sparkling Violetear,Aves,6072,1,0,2023/06/11 3:31 PM,2023-06-11,2023-06-11 20:31:00 UTC,America/Guayaquil,8,8,,open,false,,,15796,John G. Phillips,2023-06-13 22:49:24 UTC,2023-06-14 01:09:59 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 15:28:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4592584981,-78.3232137881,,Sparkling Violetear,https://www.inaturalist.org/observations/167275043,https://inaturalist-open-data.s3.amazonaws.com/photos/289752465/medium.jpeg,johngsalamander,167275043,Sparkling Violetear,Aves,6072,2,0,2023/06/11 3:28 PM,2023-06-11,2023-06-11 20:28:00 UTC,America/Guayaquil,8,8,,open,false,,,15796,John G. Phillips,2023-06-13 22:49:21 UTC,2023-06-15 01:36:41 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 14:08:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4592834613,-78.3233815619,,Sparkling Violetear,https://www.inaturalist.org/observations/167275021,https://inaturalist-open-data.s3.amazonaws.com/photos/289751963/medium.jpeg,johngsalamander,167275021,Sparkling Violetear,Aves,6072,1,0,2023/06/11 2:08 PM,2023-06-11,2023-06-11 19:08:00 UTC,America/Guayaquil,15,15,,open,false,,,15796,John G. Phillips,2023-06-13 22:49:15 UTC,2023-06-14 01:30:39 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 14:04:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4592834613,-78.3233815619,,Sparkling Violetear,https://www.inaturalist.org/observations/167275014,https://inaturalist-open-data.s3.amazonaws.com/photos/289751868/medium.jpeg,johngsalamander,167275014,Sparkling Violetear,Aves,6072,1,0,2023/06/11 2:04 PM,2023-06-11,2023-06-11 19:04:00 UTC,America/Guayaquil,15,15,,open,false,,,15796,John G. Phillips,2023-06-13 22:49:14 UTC,2023-06-14 01:30:53 UTC,research,CC-BY-NC,,NA,false
